Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,10.89,17.69,25.4,34.47
20,7.26,12.7,19.96,29.03,39.46
25,7.26,13.15,20.41,29.94,40.37
30,7.26,13.15,20.41,29.94,40.37
35,7.26,13.15,20.41,29.94,40.37
40,7.26,13.15,20.41,29.94,40.37
45,6.8,12.25,19.5,28.58,38.56
50,6.8,11.79,18.14,26.76,35.83
55,5.9,10.89,16.78,24.49,33.11
60,5.44,9.98,15.42,22.68,30.39
65,4.99,8.62,14.06,20.41,27.67
70,4.54,7.71,12.7,18.14,24.49
75,4.08,7.26,11.34,16.33,22.23
80,3.63,6.35,9.98,14.51,19.5
85,3.18,5.9,9.07,13.15,17.69
90,2.72,4.99,8.16,11.79,15.88
