Age,Beg.,Nov.,Int.,Adv.,Elite
15,0.45,8.62,28.58,60.78,102.51
20,0.45,9.98,32.66,69.4,117.03
25,0.45,9.98,33.57,71.21,120.2
30,0.45,9.98,33.57,71.21,120.2
35,0.45,9.98,33.57,71.21,120.2
40,0.45,9.98,33.57,71.21,120.2
45,0.45,9.53,31.75,67.59,113.85
50,0.45,9.07,29.94,63.5,107.05
55,0.45,8.16,27.67,58.51,98.88
60,0.45,7.71,25.4,53.52,90.26
65,0.45,6.8,22.68,48.53,81.65
70,0.45,5.9,20.41,43.54,73.03
75,0.45,5.44,18.14,39.01,65.32
80,0,4.99,16.33,34.93,58.51
85,0,4.54,14.51,31.3,52.62
90,0,4.08,13.15,28.12,47.17
