Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.08,9.53,17.69,29.03,41.73
20,4.54,10.89,20.41,33.11,47.63
25,4.54,10.89,20.87,34.02,48.99
30,4.54,10.89,20.87,34.02,48.99
35,4.54,10.89,20.87,34.02,48.99
40,4.54,10.89,20.87,34.02,48.99
45,4.54,10.43,19.96,32.21,46.72
50,4.08,9.98,18.6,29.94,43.54
55,3.63,9.07,17.24,27.67,40.37
60,3.63,8.16,15.88,25.4,36.74
65,3.18,7.71,14.06,23.13,33.11
70,2.72,6.8,12.7,20.41,29.94
75,2.72,5.9,11.34,18.6,26.76
80,2.27,5.44,9.98,16.33,24.04
85,1.81,4.99,9.07,14.97,21.32
90,1.81,4.54,8.16,13.15,19.5
