Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.9,10.43,17.24,25.4,34.47
20,6.8,12.25,19.5,29.03,39.46
25,6.8,12.7,19.96,29.48,40.37
30,6.8,12.7,19.96,29.48,40.37
35,6.8,12.7,19.96,29.48,40.37
40,6.8,12.7,19.96,29.48,40.37
45,6.35,11.79,19.05,28.12,38.56
50,5.9,10.89,18.14,26.31,35.83
55,5.44,10.43,16.78,24.49,33.11
60,4.99,9.53,14.97,22.23,30.39
65,4.54,8.62,13.61,19.96,27.67
70,4.08,7.71,12.25,18.14,24.49
75,3.63,6.8,10.89,16.33,22.23
80,3.18,5.9,9.98,14.51,19.5
85,3.18,5.44,8.62,13.15,17.69
90,2.72,4.99,8.16,11.79,15.88
