Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.53,19.96,34.47,52.62,73.94
20,10.89,22.68,39.46,60.33,84.82
25,11.34,23.13,40.37,62.14,87.09
30,11.34,23.13,40.37,62.14,87.09
35,11.34,23.13,40.37,62.14,87.09
40,11.34,23.13,40.37,62.14,87.09
45,10.89,22.23,38.1,58.97,82.55
50,9.98,20.87,35.83,55.34,77.56
55,9.53,19.05,33.11,51.26,71.67
60,8.62,17.69,30.39,46.72,65.32
65,7.71,15.88,27.22,42.18,58.97
70,6.8,14.06,24.49,37.65,53.07
75,6.35,12.7,21.77,33.57,47.63
80,5.44,11.34,19.5,30.39,42.64
85,4.99,9.98,17.69,27.22,38.1
90,4.54,9.07,15.88,24.49,34.47
