Age,Beg.,Nov.,Int.,Adv.,Elite
15,13.15,24.49,39.92,59.42,81.19
20,14.97,28.12,45.81,68.04,92.99
25,15.42,28.58,46.72,69.85,95.71
30,15.42,28.58,46.72,69.85,95.71
35,15.42,28.58,46.72,69.85,95.71
40,15.42,28.58,46.72,69.85,95.71
45,14.51,27.22,44.45,66.22,90.72
50,13.61,25.4,41.73,62.14,85.28
55,12.7,23.59,38.56,57.61,78.93
60,11.34,21.32,35.38,52.16,71.67
65,10.43,19.5,31.75,47.17,64.86
70,9.53,17.24,28.58,42.64,58.06
75,8.16,15.42,25.4,38.1,52.16
80,7.71,14.06,22.68,34.02,46.72
85,6.8,12.7,20.41,30.39,41.73
90,5.9,11.34,18.6,27.22,37.65
