Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.63,7.26,11.79,17.69,24.49
20,4.08,8.16,13.61,20.41,28.12
25,4.54,8.16,14.06,20.87,28.58
30,4.54,8.16,14.06,20.87,28.58
35,4.54,8.16,14.06,20.87,28.58
40,4.54,8.16,14.06,20.87,28.58
45,4.08,8.16,13.15,19.96,27.22
50,4.08,7.26,12.25,18.6,25.4
55,3.63,6.8,11.34,17.24,23.59
60,3.18,6.35,10.43,15.88,21.77
65,3.18,5.9,9.53,14.06,19.5
70,2.72,4.99,8.62,12.7,17.69
75,2.27,4.54,7.71,11.34,15.88
80,2.27,4.08,6.8,9.98,14.06
85,1.81,3.63,5.9,9.07,12.7
90,1.81,3.18,5.44,8.16,11.34
