Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.53,18.14,30.39,45.81,63.5
20,10.89,20.87,34.93,52.16,72.57
25,10.89,21.32,35.83,53.52,74.39
30,10.89,21.32,35.83,53.52,74.39
35,10.89,21.32,35.83,53.52,74.39
40,10.89,21.32,35.83,53.52,74.39
45,10.43,19.96,33.57,50.8,70.76
50,9.53,19.05,31.75,47.63,66.22
55,9.07,17.69,29.48,44.45,61.23
60,8.16,15.88,26.76,40.37,55.79
65,7.26,14.51,24.04,36.29,50.35
70,6.8,13.15,21.77,32.66,45.36
75,5.9,11.34,19.5,29.48,40.37
80,5.44,10.43,17.24,26.31,36.29
85,4.99,9.07,15.42,23.59,32.66
90,4.08,8.16,14.06,21.32,29.48
