Age,Beg.,Nov.,Int.,Adv.,Elite
15,16.78,26.31,38.56,52.62,68.49
20,19.5,29.94,44,60.33,78.47
25,19.96,30.84,44.91,62.14,80.74
30,19.96,30.84,44.91,62.14,80.74
35,19.96,30.84,44.91,62.14,80.74
40,19.96,30.84,44.91,62.14,80.74
45,18.6,29.48,42.64,58.97,76.66
50,17.69,27.67,40.37,55.34,71.67
55,16.33,25.4,37.19,51.26,66.22
60,14.97,23.13,34.02,46.72,60.78
65,13.61,20.87,30.84,42.18,54.88
70,12.25,19.05,27.67,37.65,48.99
75,10.89,16.78,24.49,34.02,44
80,9.53,14.97,21.77,30.39,39.46
85,8.62,13.61,19.5,27.22,35.38
90,7.71,12.25,17.69,24.49,31.75
