Age,Beg.,Nov.,Int.,Adv.,Elite
15,32.21,51.26,76.2,105.23,137.89
20,37.19,58.97,87.09,120.66,157.85
25,38.1,60.33,89.36,123.83,161.93
30,38.1,60.33,89.36,123.83,161.93
35,38.1,60.33,89.36,123.83,161.93
40,38.1,60.33,89.36,123.83,161.93
45,35.83,57.15,84.82,117.48,153.77
50,34.02,53.52,79.38,110.22,144.24
55,31.3,49.9,73.48,102.06,133.36
60,28.58,45.36,67.13,92.99,122.02
65,25.85,40.82,60.78,83.91,110.22
70,23.13,36.74,54.43,75.3,98.88
75,20.87,32.66,48.53,67.59,88.45
80,18.6,29.48,43.54,60.33,78.93
85,16.78,26.31,39.01,53.98,70.76
90,14.97,23.59,34.93,48.53,63.96
