Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.54,8.62,14.97,22.23,31.3
20,4.99,9.98,16.78,25.85,35.83
25,4.99,10.43,17.24,26.31,36.74
30,4.99,10.43,17.24,26.31,36.74
35,4.99,10.43,17.24,26.31,36.74
40,4.99,10.43,17.24,26.31,36.74
45,4.99,9.53,16.33,24.95,34.93
50,4.54,9.07,15.42,23.59,32.66
55,4.08,8.62,14.06,21.77,30.39
60,4.08,7.71,13.15,19.96,27.67
65,3.63,6.8,11.79,17.69,24.95
70,3.18,6.35,10.43,15.88,22.23
75,2.72,5.44,9.53,14.51,19.96
80,2.72,4.99,8.62,12.7,17.69
85,2.27,4.54,7.71,11.34,15.88
90,1.81,4.08,6.8,10.43,14.51
