Age,Beg.,Nov.,Int.,Adv.,Elite
15,23.13,33.11,45.81,60.33,76.2
20,26.31,38.1,52.16,68.95,87.09
25,27.22,39.01,53.98,70.76,89.36
30,27.22,39.01,53.98,70.76,89.36
35,27.22,39.01,53.98,70.76,89.36
40,27.22,39.01,53.98,70.76,89.36
45,25.85,36.74,50.8,67.13,84.82
50,24.04,34.47,48.08,63.05,79.83
55,22.23,32.21,44.45,58.51,73.94
60,20.41,29.48,40.37,53.52,67.13
65,18.6,26.31,36.29,48.08,60.78
70,16.33,23.59,32.66,43.09,54.43
75,14.97,21.32,29.48,38.56,48.99
80,13.15,19.05,26.31,34.47,43.54
85,11.79,17.24,23.59,30.84,39.01
90,10.43,15.42,21.32,28.12,35.38
