Age,Beg.,Nov.,Int.,Adv.,Elite
15,24.04,33.11,44.45,57.61,71.67
20,27.67,38.1,51.26,65.77,82.1
25,28.12,39.01,52.16,67.59,83.91
30,28.12,39.01,52.16,67.59,83.91
35,28.12,39.01,52.16,67.59,83.91
40,28.12,39.01,52.16,67.59,83.91
45,26.76,37.19,49.9,63.96,79.83
50,24.95,34.93,46.72,60.33,74.84
55,23.13,32.21,43.09,55.79,69.4
60,21.32,29.48,39.46,50.8,63.05
65,19.05,26.31,35.38,45.81,57.15
70,17.24,23.59,31.75,41.28,51.26
75,15.42,21.32,28.58,36.74,45.81
80,13.61,19.05,25.4,33.11,40.82
85,12.25,17.24,22.68,29.48,36.74
90,10.89,15.42,20.41,26.76,33.11
