Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,10.89,19.05,29.03,41.28
20,5.9,12.25,21.77,33.57,47.17
25,5.9,12.7,22.23,34.47,48.53
30,5.9,12.7,22.23,34.47,48.53
35,5.9,12.7,22.23,34.47,48.53
40,5.9,12.7,22.23,34.47,48.53
45,5.9,11.79,20.87,32.66,45.81
50,5.44,11.34,19.96,30.39,43.09
55,4.99,10.43,18.14,28.12,39.92
60,4.54,9.53,16.78,25.85,36.29
65,4.08,8.62,14.97,23.13,32.66
70,3.63,7.71,13.61,20.87,29.48
75,3.18,6.8,12.25,18.6,26.31
80,3.18,6.35,10.89,16.78,23.59
85,2.72,5.44,9.53,14.97,21.32
90,2.27,4.99,8.62,13.61,19.05
