Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.9,12.7,22.23,34.47,48.99
20,6.8,14.51,25.4,39.46,56.25
25,6.8,14.51,26.31,40.82,57.61
30,6.8,14.51,26.31,40.82,57.61
35,6.8,14.51,26.31,40.82,57.61
40,6.8,14.51,26.31,40.82,57.61
45,6.35,14.06,24.95,38.56,54.88
50,6.35,13.15,23.13,36.29,51.26
55,5.9,12.25,21.32,33.57,47.63
60,4.99,10.89,19.5,30.39,43.54
65,4.54,9.98,17.69,27.67,39.01
70,4.08,9.07,15.88,24.95,34.93
75,3.63,8.16,14.06,22.23,31.3
80,3.18,7.26,12.7,19.96,28.12
85,3.18,6.35,11.34,17.69,25.4
90,2.72,5.9,10.43,15.88,22.68
