Age,Beg.,Nov.,Int.,Adv.,Elite
15,9.07,16.78,27.67,40.82,55.79
20,10.43,19.05,31.3,46.72,63.96
25,10.89,19.96,32.21,47.63,65.32
30,10.89,19.96,32.21,47.63,65.32
35,10.89,19.96,32.21,47.63,65.32
40,10.89,19.96,32.21,47.63,65.32
45,9.98,18.6,30.39,45.36,62.14
50,9.53,17.69,28.58,42.64,58.51
55,8.62,16.33,26.76,39.46,53.98
60,8.16,14.97,24.04,35.83,49.44
65,7.26,13.61,21.77,32.66,44.45
70,6.35,12.25,19.5,29.03,39.92
75,5.9,10.89,17.69,25.85,35.83
80,4.99,9.53,15.88,23.13,31.75
85,4.54,8.62,14.06,20.87,28.58
90,4.08,7.71,12.7,18.6,25.85
