Age,Beg.,Nov.,Int.,Adv.,Elite
15,16.33,26.31,39.01,53.98,70.76
20,19.05,29.94,44.45,61.69,81.19
25,19.5,30.84,45.81,63.5,83.46
30,19.5,30.84,45.81,63.5,83.46
35,19.5,30.84,45.81,63.5,83.46
40,19.5,30.84,45.81,63.5,83.46
45,18.14,29.03,43.54,60.33,78.93
50,17.24,27.67,40.82,56.7,73.94
55,15.88,25.4,37.65,52.16,68.49
60,14.51,23.13,34.47,47.63,62.6
65,13.15,20.87,30.84,43.09,56.7
70,11.79,18.6,27.67,38.56,50.8
75,10.43,16.78,24.95,34.47,45.36
80,9.53,14.97,22.23,30.84,40.37
85,8.62,13.61,19.96,27.67,36.29
90,7.71,12.25,18.14,24.95,32.66
