Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.06,34.02,63.5,102.51,148.32
20,16.33,39.01,72.57,117.03,169.64
25,16.78,39.92,74.84,120.2,173.73
30,16.78,39.92,74.84,120.2,173.73
35,16.78,39.92,74.84,120.2,173.73
40,16.78,39.92,74.84,120.2,173.73
45,15.88,37.65,70.76,114.31,165.11
50,14.97,35.38,66.22,107.05,154.67
55,13.61,32.66,61.23,98.88,143.34
60,12.7,29.94,56.25,90.26,130.63
65,11.34,27.22,50.8,81.65,117.93
70,9.98,24.04,45.36,73.48,106.14
75,9.07,21.77,40.82,65.32,94.8
80,8.16,19.5,36.29,58.51,84.82
85,7.26,17.24,32.66,52.62,75.75
90,6.8,15.88,29.48,47.17,68.49
