Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.99,9.98,16.33,24.04,33.57
20,5.9,11.34,18.6,27.67,38.1
25,5.9,11.34,19.05,28.58,39.01
30,5.9,11.34,19.05,28.58,39.01
35,5.9,11.34,19.05,28.58,39.01
40,5.9,11.34,19.05,28.58,39.01
45,5.9,10.89,18.14,26.76,37.19
50,5.44,10.43,16.78,25.4,34.93
55,4.99,9.53,15.88,23.59,32.21
60,4.54,8.62,14.51,21.32,29.48
65,4.08,7.71,12.7,19.5,26.76
70,3.63,6.8,11.79,17.24,24.04
75,3.18,6.35,10.43,15.42,21.32
80,3.18,5.44,9.07,14.06,19.05
85,2.72,4.99,8.16,12.25,17.24
90,2.27,4.54,7.71,11.34,15.42
