Age,Beg.,Nov.,Int.,Adv.,Elite
15,15.88,25.85,39.01,54.88,72.12
20,18.14,29.94,44.91,62.6,82.55
25,18.6,30.39,45.81,64.41,84.82
30,18.6,30.39,45.81,64.41,84.82
35,18.6,30.39,45.81,64.41,84.82
40,18.6,30.39,45.81,64.41,84.82
45,17.69,29.03,43.54,61.23,80.29
50,16.78,27.22,40.82,57.15,75.75
55,15.42,24.95,37.65,53.07,69.85
60,14.06,23.13,34.47,48.53,63.96
65,12.7,20.87,31.3,43.54,57.61
70,11.34,18.6,28.12,39.01,51.71
75,10.43,16.78,24.95,34.93,46.27
80,9.07,14.97,22.23,31.3,41.28
85,8.16,13.15,19.96,28.12,37.19
90,7.26,11.79,18.14,25.4,33.57
