Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.08,10.43,19.5,31.75,45.81
20,4.99,11.79,22.23,36.29,52.62
25,4.99,12.25,23.13,37.19,53.98
30,4.99,12.25,23.13,37.19,53.98
35,4.99,12.25,23.13,37.19,53.98
40,4.99,12.25,23.13,37.19,53.98
45,4.99,11.34,21.77,35.38,50.8
50,4.54,10.89,20.41,33.11,48.08
55,4.08,9.98,19.05,30.39,44.45
60,3.63,9.07,17.24,28.12,40.37
65,3.63,8.16,15.42,25.4,36.74
70,3.18,7.26,14.06,22.68,32.66
75,2.72,6.8,12.7,20.41,29.48
80,2.27,5.9,11.34,18.14,26.31
85,2.27,5.44,9.98,16.33,23.59
90,1.81,4.99,9.07,14.51,21.32
