Age,Beg.,Nov.,Int.,Adv.,Elite
15,20.87,29.48,40.37,52.62,66.22
20,23.59,33.57,45.81,60.33,75.75
25,24.49,34.47,47.17,61.69,77.56
30,24.49,34.47,47.17,61.69,77.56
35,24.49,34.47,47.17,61.69,77.56
40,24.49,34.47,47.17,61.69,77.56
45,23.13,32.66,44.91,58.51,73.48
50,21.77,30.84,42.18,54.88,68.95
55,19.96,28.58,39.01,50.8,63.96
60,18.14,25.85,35.38,46.27,58.51
65,16.33,23.59,32.21,42.18,52.62
70,14.97,20.87,28.58,37.65,47.17
75,13.15,19.05,25.85,33.57,42.18
80,11.79,16.78,23.13,29.94,37.65
85,10.43,14.97,20.41,27.22,34.02
90,9.53,13.61,18.6,24.49,30.39
