Age,Beg.,Nov.,Int.,Adv.,Elite
15,15.42,27.22,43.09,62.14,83.91
20,17.69,31.3,48.99,71.21,96.16
25,18.14,31.75,50.35,73.03,98.43
30,18.14,31.75,50.35,73.03,98.43
35,18.14,31.75,50.35,73.03,98.43
40,18.14,31.75,50.35,73.03,98.43
45,17.24,30.39,47.63,69.4,93.44
50,16.33,28.58,44.91,64.86,88
55,14.97,26.31,41.28,60.33,81.19
60,13.61,24.04,37.65,54.88,73.94
65,12.25,21.77,34.02,49.44,67.13
70,10.89,19.5,30.84,44.45,59.87
75,9.98,17.24,27.67,39.92,53.52
80,9.07,15.42,24.49,35.38,48.08
85,8.16,14.06,22.23,31.75,43.09
90,7.26,12.7,19.96,28.58,39.01
