Age,Beg.,Nov.,Int.,Adv.,Elite
15,7.71,16.78,29.03,45.36,63.96
20,9.07,19.05,33.57,51.71,73.03
25,9.07,19.5,34.47,53.07,75.3
30,9.07,19.5,34.47,53.07,75.3
35,9.07,19.5,34.47,53.07,75.3
40,9.07,19.5,34.47,53.07,75.3
45,8.62,18.6,32.66,50.35,71.21
50,8.16,17.24,30.39,47.17,66.68
55,7.71,15.88,28.12,44,61.69
60,6.8,14.51,25.85,39.92,56.25
65,6.35,13.15,23.13,36.29,50.8
70,5.44,11.79,20.87,32.21,45.81
75,4.99,10.43,18.6,29.03,40.82
80,4.54,9.53,16.78,25.85,36.74
85,4.08,8.62,14.97,23.13,32.66
90,3.63,7.71,13.61,20.87,29.48
