Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.44,10.89,18.6,28.58,39.92
20,5.9,12.25,21.32,32.66,45.81
25,6.35,12.7,21.77,33.57,47.17
30,6.35,12.7,21.77,33.57,47.17
35,6.35,12.7,21.77,33.57,47.17
40,6.35,12.7,21.77,33.57,47.17
45,5.9,12.25,20.87,31.75,44.45
50,5.44,11.34,19.5,29.94,41.73
55,4.99,10.43,18.14,27.67,38.56
60,4.54,9.53,16.33,25.4,35.38
65,4.08,8.62,14.97,22.68,31.75
70,3.63,7.71,13.15,20.41,28.58
75,3.63,6.8,11.79,18.14,25.4
80,3.18,6.35,10.43,16.33,22.68
85,2.72,5.44,9.53,14.51,20.41
90,2.27,4.99,8.62,13.15,18.6
