Age,Beg.,Nov.,Int.,Adv.,Elite
15,25.85,48.08,78.02,115.67,158.3
20,29.94,54.88,89.36,132.45,181.44
25,30.39,56.25,92.08,136.08,185.97
30,30.39,56.25,92.08,136.08,185.97
35,30.39,56.25,92.08,136.08,185.97
40,30.39,56.25,92.08,136.08,185.97
45,29.03,53.52,87.09,128.82,176.45
50,27.22,50.35,81.65,121.11,165.56
55,24.95,46.27,75.75,112.04,153.31
60,23.13,42.18,68.95,102.06,140.16
65,20.87,38.1,62.6,92.53,126.55
70,18.6,34.47,55.79,83.01,113.4
75,16.78,30.84,49.9,73.94,101.6
80,14.97,27.67,44.91,66.22,90.72
85,13.15,24.49,39.92,59.42,81.19
90,11.79,22.23,36.29,53.52,73.48
