Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.72,5.9,10.43,15.88,22.68
20,3.18,6.8,11.79,18.6,25.85
25,3.18,6.8,12.25,19.05,26.76
30,3.18,6.8,12.25,19.05,26.76
35,3.18,6.8,12.25,19.05,26.76
40,3.18,6.8,12.25,19.05,26.76
45,3.18,6.8,11.79,17.69,25.4
50,3.18,6.35,10.89,16.78,23.59
55,2.72,5.9,9.98,15.42,21.77
60,2.72,5.44,9.07,14.06,19.96
65,2.27,4.99,8.16,12.7,18.14
70,2.27,4.08,7.26,11.34,16.33
75,1.81,3.63,6.8,10.43,14.51
80,1.81,3.63,5.9,9.07,13.15
85,1.36,3.18,5.44,8.16,11.79
90,1.36,2.72,4.99,7.26,10.43
