Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,11.34,18.14,26.31,35.38
20,7.71,13.15,20.87,29.94,40.82
25,7.71,13.61,21.32,30.84,41.73
30,7.71,13.61,21.32,30.84,41.73
35,7.71,13.61,21.32,30.84,41.73
40,7.71,13.61,21.32,30.84,41.73
45,7.26,12.7,20.41,29.48,39.46
50,6.8,11.79,19.05,27.67,37.19
55,6.35,11.34,17.69,25.4,34.47
60,5.9,9.98,15.88,23.13,31.3
65,5.44,9.07,14.51,20.87,28.12
70,4.54,8.16,13.15,19.05,25.4
75,4.08,7.26,11.79,16.78,22.68
80,3.63,6.8,10.43,14.97,20.41
85,3.18,5.9,9.53,13.61,18.14
90,3.18,5.44,8.62,12.25,16.33
