Age,Beg.,Nov.,Int.,Adv.,Elite
15,2.72,5.44,9.53,14.06,19.96
20,3.18,6.35,10.89,16.33,22.68
25,3.18,6.35,10.89,16.78,23.13
30,3.18,6.35,10.89,16.78,23.13
35,3.18,6.35,10.89,16.78,23.13
40,3.18,6.35,10.89,16.78,23.13
45,3.18,5.9,10.43,15.88,22.23
50,2.72,5.9,9.98,14.97,20.87
55,2.72,5.44,9.07,13.61,19.05
60,2.27,4.99,8.16,12.7,17.69
65,2.27,4.54,7.26,11.34,15.88
70,1.81,4.08,6.8,9.98,14.06
75,1.81,3.63,5.9,9.07,12.7
80,1.36,3.18,5.44,8.16,11.34
85,1.36,2.72,4.99,7.26,9.98
90,1.36,2.72,4.54,6.35,9.07
