Age,Beg.,Nov.,Int.,Adv.,Elite
15,16.33,27.22,42.64,60.78,81.19
20,18.6,31.3,48.53,69.4,92.99
25,19.05,32.21,49.9,71.21,95.71
30,19.05,32.21,49.9,71.21,95.71
35,19.05,32.21,49.9,71.21,95.71
40,19.05,32.21,49.9,71.21,95.71
45,18.14,30.39,47.17,67.59,90.72
50,16.78,28.58,44.45,63.5,84.82
55,15.42,26.31,41.28,58.97,78.47
60,14.06,24.04,37.65,53.52,71.67
65,12.7,21.77,34.02,48.53,64.86
70,11.34,19.5,30.39,43.54,58.06
75,10.43,17.69,27.22,39.01,52.16
80,9.07,15.88,24.49,34.93,46.72
85,8.16,14.06,21.77,31.3,41.73
90,7.26,12.7,19.5,28.12,37.65
