Age,Beg.,Nov.,Int.,Adv.,Elite
15,4.08,12.7,27.22,46.72,70.31
20,4.99,14.97,31.3,53.52,80.74
25,4.99,14.97,31.75,54.88,82.55
30,4.99,14.97,31.75,54.88,82.55
35,4.99,14.97,31.75,54.88,82.55
40,4.99,14.97,31.75,54.88,82.55
45,4.54,14.51,30.39,52.16,78.47
50,4.54,13.61,28.58,48.99,73.48
55,4.08,12.7,26.31,45.36,68.04
60,3.63,11.34,24.04,41.28,62.14
65,3.18,10.43,21.77,37.19,56.25
70,3.18,9.07,19.5,33.57,50.35
75,2.72,8.16,17.24,29.94,44.91
80,2.27,7.26,15.42,26.76,40.37
85,2.27,6.8,14.06,24.04,36.29
90,1.81,5.9,12.7,21.77,32.66
