Age,Beg.,Nov.,Int.,Adv.,Elite
15,8.62,20.87,39.46,63.5,92.08
20,9.98,24.04,44.91,72.57,105.69
25,9.98,24.49,46.27,74.84,108.41
30,9.98,24.49,46.27,74.84,108.41
35,9.98,24.49,46.27,74.84,108.41
40,9.98,24.49,46.27,74.84,108.41
45,9.53,23.13,44,70.76,102.51
50,9.07,21.77,41.28,66.68,96.16
55,8.62,20.41,38.1,61.69,88.9
60,7.71,18.6,34.93,56.25,81.19
65,6.8,16.78,31.3,50.8,73.48
70,6.35,14.97,28.12,45.36,65.77
75,5.44,13.15,25.4,40.82,58.97
80,4.99,11.79,22.68,36.29,52.62
85,4.54,10.89,19.96,32.66,47.17
90,4.08,9.53,18.14,29.48,42.64
