Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,16.78,32.66,53.52,78.93
20,7.26,19.05,37.19,61.23,90.26
25,7.26,19.5,38.1,63.05,92.53
30,7.26,19.5,38.1,63.05,92.53
35,7.26,19.5,38.1,63.05,92.53
40,7.26,19.5,38.1,63.05,92.53
45,7.26,18.6,36.29,59.87,88
50,6.8,17.24,34.02,56.25,82.55
55,6.35,15.88,31.3,51.71,76.2
60,5.44,14.51,28.58,47.17,69.4
65,4.99,13.15,25.85,42.64,63.05
70,4.54,11.79,23.13,38.56,56.25
75,4.08,10.43,20.87,34.47,50.35
80,3.63,9.53,18.6,30.84,44.91
85,3.18,8.62,16.78,27.67,40.37
90,2.72,7.71,14.97,24.95,36.29
