Age,Beg.,Nov.,Int.,Adv.,Elite
15,6.35,10.89,16.78,24.04,32.21
20,7.26,12.25,19.05,27.67,36.74
25,7.26,12.7,19.5,28.12,37.65
30,7.26,12.7,19.5,28.12,37.65
35,7.26,12.7,19.5,28.12,37.65
40,7.26,12.7,19.5,28.12,37.65
45,6.8,11.79,18.6,26.76,35.83
50,6.35,11.34,17.69,24.95,33.57
55,5.9,10.43,16.33,23.13,31.3
60,5.44,9.53,14.97,21.32,28.58
65,4.99,8.62,13.15,19.05,25.85
70,4.54,7.71,11.79,17.24,23.13
75,4.08,6.8,10.89,15.42,20.41
80,3.63,6.35,9.53,13.61,18.6
85,3.18,5.44,8.62,12.25,16.33
90,2.72,4.99,7.71,10.89,14.97
