Age,Beg.,Nov.,Int.,Adv.,Elite
15,21.77,36.29,56.25,79.83,106.59
20,24.95,41.73,64.41,91.63,122.02
25,25.4,42.64,65.77,93.89,125.19
30,25.4,42.64,65.77,93.89,125.19
35,25.4,42.64,65.77,93.89,125.19
40,25.4,42.64,65.77,93.89,125.19
45,24.04,40.82,62.6,88.9,118.84
50,22.68,38.1,58.51,83.46,111.58
55,20.87,35.38,54.43,77.11,102.97
60,19.05,32.21,49.44,70.76,93.89
65,17.24,29.03,44.91,63.5,84.82
70,15.42,26.31,39.92,57.15,76.2
75,14.06,23.13,35.83,51.26,68.04
80,12.25,20.87,32.21,45.81,60.78
85,11.34,18.6,28.58,40.82,54.43
90,9.98,16.78,25.85,36.74,49.44
