Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.97,29.48,49.44,74.84,103.87
20,17.24,33.57,56.7,85.28,118.84
25,17.69,34.47,58.06,87.54,121.56
30,17.69,34.47,58.06,87.54,121.56
35,17.69,34.47,58.06,87.54,121.56
40,17.69,34.47,58.06,87.54,121.56
45,16.78,32.66,54.88,83.01,115.67
50,15.88,30.84,51.71,78.02,108.41
55,14.51,28.58,47.63,72.12,100.24
60,13.15,25.85,43.54,65.77,91.63
65,11.79,23.59,39.46,59.42,82.55
70,10.89,20.87,35.38,53.52,74.39
75,9.53,18.6,31.75,47.63,66.22
80,8.62,16.78,28.12,42.64,59.42
85,7.71,14.97,25.4,38.1,53.07
90,6.8,13.61,22.68,34.47,48.08
