Age,Beg.,Nov.,Int.,Adv.,Elite
15,24.04,33.57,45.36,58.51,73.03
20,27.67,38.56,51.71,67.13,83.46
25,28.58,39.46,53.07,68.95,85.73
30,28.58,39.46,53.07,68.95,85.73
35,28.58,39.46,53.07,68.95,85.73
40,28.58,39.46,53.07,68.95,85.73
45,26.76,37.65,50.35,65.32,81.19
50,25.4,35.38,47.17,61.23,76.2
55,23.59,32.66,43.54,56.7,70.31
60,21.32,29.48,39.92,51.71,64.41
65,19.05,26.76,36.29,46.72,58.06
70,17.24,24.04,32.21,41.73,52.16
75,15.42,21.32,29.03,37.65,46.72
80,13.61,19.05,25.85,33.57,41.73
85,12.25,17.24,23.13,29.94,37.19
90,11.34,15.42,20.87,27.22,33.57
