Age,Beg.,Nov.,Int.,Adv.,Elite
15,1.81,5.44,10.89,18.14,27.22
20,2.27,5.9,12.25,20.87,31.3
25,2.27,6.35,12.7,21.32,32.21
30,2.27,6.35,12.7,21.32,32.21
35,2.27,6.35,12.7,21.32,32.21
40,2.27,6.35,12.7,21.32,32.21
45,1.81,5.9,12.25,20.41,30.39
50,1.81,5.44,11.34,19.05,28.58
55,1.81,4.99,10.43,17.69,26.31
60,1.81,4.54,9.53,16.33,24.04
65,1.36,4.08,8.62,14.51,21.77
70,1.36,3.63,7.71,13.15,19.5
75,1.36,3.18,6.8,11.79,17.69
80,0.91,3.18,6.35,10.43,15.42
85,0.91,2.72,5.44,9.53,14.06
90,0.91,2.27,4.99,8.62,12.7
