Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.89,19.96,32.66,48.53,66.22
20,12.7,23.13,37.65,55.34,75.75
25,12.7,23.59,38.56,57.15,78.02
30,12.7,23.59,38.56,57.15,78.02
35,12.7,23.59,38.56,57.15,78.02
40,12.7,23.59,38.56,57.15,78.02
45,12.25,22.68,36.74,53.98,73.94
50,11.34,20.87,34.47,50.8,69.4
55,10.43,19.5,31.75,46.72,63.96
60,9.53,17.69,29.03,42.64,58.51
65,8.62,15.88,26.31,38.56,53.07
70,7.71,14.51,23.59,34.93,47.63
75,6.8,12.7,20.87,30.84,42.64
80,6.35,11.34,18.6,27.67,38.1
85,5.44,10.43,16.78,24.95,34.02
90,4.99,9.53,14.97,22.23,30.84
