Age,Beg.,Nov.,Int.,Adv.,Elite
15,11.34,23.13,39.46,60.78,85.73
20,12.7,26.31,45.36,69.85,97.98
25,13.15,26.76,46.72,71.67,100.7
30,13.15,26.76,46.72,71.67,100.7
35,13.15,26.76,46.72,71.67,100.7
40,13.15,26.76,46.72,71.67,100.7
45,12.7,25.4,44,68.04,95.25
50,11.79,24.04,41.28,63.96,89.36
55,10.89,22.23,38.56,58.97,82.55
60,9.98,20.41,34.93,53.98,75.75
65,9.07,18.14,31.75,48.53,68.04
70,8.16,16.33,28.58,43.54,61.23
75,7.26,14.51,25.4,39.01,54.88
80,6.35,13.15,22.68,34.93,48.99
85,5.9,11.79,20.41,31.3,44
90,4.99,10.43,18.14,28.12,39.46
