Age,Beg.,Nov.,Int.,Adv.,Elite
15,44.45,68.04,98.88,134.72,174.63
20,50.8,78.02,112.94,154.22,200.03
25,52.16,79.83,115.67,158.3,205.02
30,52.16,79.83,115.67,158.3,205.02
35,52.16,79.83,115.67,158.3,205.02
40,52.16,79.83,115.67,158.3,205.02
45,49.44,75.75,109.77,150.14,194.59
50,46.27,71.21,102.97,141.07,182.8
55,42.64,65.77,95.25,130.63,168.74
60,39.01,60.33,87.09,118.84,154.22
65,35.38,54.43,78.47,107.5,139.25
70,31.75,48.53,70.76,96.62,125.19
75,28.12,43.54,63.05,86.18,111.58
80,25.4,39.01,56.25,77.11,99.79
85,22.68,34.93,50.8,68.95,89.36
90,20.41,31.3,45.81,62.14,80.74
