Age,Beg.,Nov.,Int.,Adv.,Elite
15,5.9,10.89,17.69,26.31,36.29
20,6.8,12.7,20.41,30.39,41.28
25,6.8,12.7,20.87,30.84,42.64
30,6.8,12.7,20.87,30.84,42.64
35,6.8,12.7,20.87,30.84,42.64
40,6.8,12.7,20.87,30.84,42.64
45,6.35,12.25,19.96,29.48,40.37
50,6.35,11.34,18.6,27.67,37.65
55,5.9,10.43,17.24,25.4,34.93
60,4.99,9.53,15.88,23.13,31.75
65,4.54,8.62,14.06,20.87,29.03
70,4.08,7.71,12.7,19.05,25.85
75,3.63,6.8,11.34,16.78,23.13
80,3.18,6.35,9.98,14.97,20.87
85,3.18,5.44,9.07,13.61,18.6
90,2.72,4.99,8.16,12.25,16.78
