Age,Beg.,Nov.,Int.,Adv.,Elite
15,3.63,8.16,14.97,24.04,34.47
20,4.08,9.53,17.24,27.22,39.01
25,4.08,9.53,17.69,28.12,40.37
30,4.08,9.53,17.69,28.12,40.37
35,4.08,9.53,17.69,28.12,40.37
40,4.08,9.53,17.69,28.12,40.37
45,4.08,9.07,16.78,26.76,38.1
50,3.63,8.62,15.42,24.95,35.83
55,3.63,7.71,14.51,23.13,33.11
60,3.18,7.26,13.15,20.87,30.39
65,2.72,6.35,11.79,19.05,27.22
70,2.72,5.9,10.89,17.24,24.49
75,2.27,4.99,9.53,15.42,21.77
80,1.81,4.54,8.62,13.61,19.5
85,1.81,4.08,7.71,12.25,17.69
90,1.81,3.63,6.8,10.89,15.88
