Age,Beg.,Nov.,Int.,Adv.,Elite
15,17.24,28.12,42.18,58.97,78.02
20,19.5,32.21,48.08,67.59,88.9
25,20.41,32.66,49.44,69.4,91.63
30,20.41,32.66,49.44,69.4,91.63
35,20.41,32.66,49.44,69.4,91.63
40,20.41,32.66,49.44,69.4,91.63
45,19.05,31.3,46.72,65.77,86.64
50,18.14,29.03,44,61.69,81.19
55,16.78,27.22,40.82,57.15,75.3
60,14.97,24.49,37.19,52.16,68.49
65,13.61,22.23,33.57,47.17,62.14
70,12.25,19.96,29.94,42.18,55.79
75,10.89,17.69,26.76,37.65,49.9
80,9.98,15.88,24.04,33.57,44.45
85,8.62,14.51,21.77,30.39,39.92
90,8.16,13.15,19.5,27.22,35.83
