Age,Beg.,Nov.,Int.,Adv.,Elite
15,14.97,28.58,46.72,69.4,95.25
20,17.24,32.66,53.52,79.38,109.32
25,17.69,33.57,54.88,81.65,112.04
30,17.69,33.57,54.88,81.65,112.04
35,17.69,33.57,54.88,81.65,112.04
40,17.69,33.57,54.88,81.65,112.04
45,16.78,31.75,52.16,77.11,106.14
50,15.88,29.48,48.99,72.57,99.79
55,14.51,27.67,44.91,67.13,92.08
60,13.61,24.95,41.28,61.23,84.37
65,12.25,22.68,37.19,55.34,76.2
70,10.89,20.41,33.57,49.44,68.04
75,9.53,18.14,29.94,44.45,61.23
80,8.62,16.33,26.76,39.92,54.43
85,7.71,14.51,24.04,35.38,48.99
90,6.8,13.15,21.77,32.21,44
