Age,Beg.,Nov.,Int.,Adv.,Elite
15,34.93,69.85,119.75,182.34,254.47
20,39.92,80.29,136.98,208.65,291.66
25,41.28,82.1,140.61,214.1,298.92
30,41.28,82.1,140.61,214.1,298.92
35,41.28,82.1,140.61,214.1,298.92
40,41.28,82.1,140.61,214.1,298.92
45,39.01,78.02,133.36,203.21,283.5
50,36.74,73.48,125.19,190.96,266.26
55,34.02,67.59,115.67,176.45,246.3
60,30.84,61.69,105.69,161.03,224.98
65,28.12,55.79,95.25,145.6,203.21
70,24.95,50.35,85.73,130.63,182.34
75,22.23,44.91,76.66,116.57,162.84
80,19.96,39.92,68.49,104.33,145.6
85,18.14,35.83,61.23,93.44,130.63
90,16.33,32.21,55.34,84.37,117.93
