Age,Beg.,Nov.,Int.,Adv.,Elite
15,5,22,52,96,149
20,6,25,60,110,171
25,6,26,61,113,175
30,6,26,61,113,175
35,6,26,61,113,175
40,6,26,61,113,175
45,6,24,58,107,166
50,5,23,55,100,156
55,5,21,51,93,145
60,4,19,46,85,132
65,4,18,42,76,119
70,4,16,37,69,107
75,3,14,34,61,96
80,3,13,30,55,86
85,3,11,27,49,77
90,2,10,24,44,69
