Age,Beg.,Nov.,Int.,Adv.,Elite
15,37.35,53.92,74.71,98.72,125.04
20,42.51,61.45,85.39,112.87,143.07
25,43.80,63.12,87.85,116.11,146.68
30,43.80,63.12,87.85,116.11,146.68
35,43.80,63.12,87.85,116.11,146.68
40,43.80,63.12,87.85,116.11,146.68
45,41.65,60.20,83.34,110.04,139.47
50,39.07,56.43,78.00,103.17,130.65
55,36.06,52.26,72.25,95.48,121.03
60,33.06,47.66,66.10,86.98,110.22
65,29.63,43.06,59.53,78.89,99.79
70,26.62,38.46,53.37,70.80,89.37
75,24.04,34.27,47.62,63.11,80.16
80,21.47,30.94,42.69,56.64,71.74
85,18.89,27.59,38.17,50.57,64.12
90,17.17,25.09,34.48,45.72,57.71
