Age,Beg.,Nov.,Int.,Adv.,Elite
15,10.77,22.28,38.29,58.75,82.77
20,12.51,25.31,43.81,67.31,94.42
25,12.86,26.06,45.00,69.35,96.92
30,12.86,26.06,45.00,69.35,96.92
35,12.86,26.06,45.00,69.35,96.92
40,12.86,26.06,45.00,69.35,96.92
45,12.17,24.93,42.63,65.68,91.92
50,11.47,23.42,39.86,61.60,86.52
55,10.43,21.53,37.10,57.11,79.86
60,9.73,19.64,33.94,52.22,72.79
65,8.69,17.75,30.39,46.91,65.72
70,7.99,15.86,27.24,42.02,59.06
75,6.95,14.36,24.47,37.53,52.83
80,6.25,12.84,22.10,33.86,47.42
85,5.56,11.33,19.74,30.19,42.43
90,5.21,10.20,17.76,27.33,38.27
