BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,25.12,38.33,55.19,75.46,97.42
54.43,28.95,43.32,60.92,81.92,104.60
58.97,32.79,47.91,66.65,88.38,111.79
63.5,36.62,52.49,71.55,94.03,118.58
68.04,40.45,56.66,76.87,100.07,124.96
72.57,43.86,61.24,81.77,105.72,130.95
77.11,47.69,65.40,86.67,110.97,136.94
81.65,51.10,69.16,91.17,116.21,142.53
86.18,54.51,73.32,95.67,121.06,148.12
90.72,57.92,77.07,99.76,125.90,153.31
95.25,61.32,80.82,104.26,130.74,158.50
99.79,64.30,84.57,108.34,135.18,163.69
104.33,67.71,87.91,112.02,139.62,168.48
108.86,70.69,91.65,116.11,144.06,173.27
113.4,73.67,94.99,119.79,148.10,177.66
117.93,76.65,98.32,123.47,152.13,182.06
122.47,79.63,101.66,127.15,156.17,186.45
127.01,82.18,104.57,130.83,160.20,190.84
131.54,85.17,107.90,134.10,163.83,194.83
136.08,87.72,110.82,137.38,167.46,198.82
140.61,90.71,113.73,141.05,171.09,202.81
