BW,Beg.,Nov.,Int.,Adv.,Elite
40.82,5.00,12.17,23.73,39.35,57.78
45.36,6.79,15.21,27.68,44.22,63.97
49.9,8.58,17.88,31.63,49.08,69.75
54.43,10.36,20.54,35.19,53.96,75.11
58.97,12.14,23.21,38.75,58.01,80.48
63.5,13.93,25.86,42.30,62.47,85.43
68.04,15.72,28.53,45.47,66.53,90.39
72.57,17.86,30.81,48.63,70.59,94.93
77.11,19.65,33.48,51.80,74.24,99.47
81.65,21.44,35.76,54.96,77.89,103.59
86.18,22.86,38.04,57.72,81.54,107.72
90.72,24.65,40.32,60.50,84.79,111.84
95.25,26.44,42.60,63.66,88.03,115.57
99.79,28.22,44.89,66.03,91.28,119.28
104.33,29.65,47.17,68.80,94.52,122.99
108.86,31.44,49.07,71.57,97.77,126.29
113.4,32.86,51.35,73.94,100.61,130.01
117.93,34.65,53.26,76.31,103.45,133.31
