Exercise Name,Image URL
Machine Hip Adduction,https://gymvisual.com/animated-gifs/2095-lever-seated-hip-adduction.html#/47-style_type-basic_grey
Lying Leg Curl,https://gymvisual.com/animated-gifs/2083-lever-lying-leg-curl.html#/47-style_type-basic_grey
Seated Leg Curl,https://gymvisual.com/animated-gifs/2096-lever-seated-leg-curl.html#/47-style_type-basic_grey
Slider Leg Curl,https://gymvisual.com/animated-gifs/8929-sliding-leg-curl-on-floor-with-towel.html#/47-style_type-basic_grey
Standing Leg Curl,https://gymvisual.com/animated-gifs/12132-lever-standing-leg-curl.html#/47-style_type-basic_grey
Stability-Ball Leg Curl,https://gymvisual.com/animated-gifs/13031-exercise-ball-leg-curl.html#/47-style_type-basic_grey
Cable Leg Extension,https://gymvisual.com/animated-gifs/14153-cable-seated-leg-extension.html?search_query=cable+leg+extension&results=4
Leg Extension,https://gymvisual.com/animated-gifs/2082-lever-leg-extension.html#/47-style_type-basic_grey
Compact Leg Press,https://gymvisual.com/animated-gifs/17730-lever-linear-hack-squat-male.html#/47-style_type-basic_grey
Horizontal Leg Press,https://gymvisual.com/animated-gifs/6764-lever-horizontal-leg-press.html#/47-style_type-basic_grey
Leg Press,https://gymvisual.com/animated-gifs/2222-sled-45-leg-press.html#/47-style_type-basic_grey
Single-Leg Press,https://gymvisual.com/animated-gifs/6003-sled-45-degrees-one-leg-press-female.html#/47-style_type-basic_grey
Vertical Leg Press,https://gymvisual.com/animated-gifs/12118-sled-vertical-leg-press.html#/47-style_type-basic_grey
Flutter Kicks,https://gymvisual.com/animated-gifs/2689-flutter-kicks-version-3.html#/47-style_type-basic_grey
Hanging Knee Raise,https://gymvisual.com/animated-gifs/3798-hanging-leg-hip-raise.html#/47-style_type-basic_grey
Hanging Leg Raise,https://gymvisual.com/animated-gifs/1971-hanging-leg-raise.html?search_query=hanging+leg+raise&results=38
L-Sit,https://gymvisual.com/animated-gifs/4448-l-sit.html#/47-style_type-basic_grey
Lying Leg Raise,https://gymvisual.com/animated-gifs/2618-lying-leg-raise.html#/47-style_type-basic_grey
Scissor Kicks,https://gymvisual.com/animated-gifs/2117-lying-scissor-kick.html?search_query=scissor+kick&results=3
Side Lying Leg Raise,https://gymvisual.com/animated-gifs/10118-side-lying-leg-raise.html#/47-style_type-basic_grey
Toes to Bar,https://gymvisual.com/animated-gifs/10012-hanging-toes-to-bar.html?search_query=toes+to+bar&results=4
Barbell Lunge,https://gymvisual.com/animated-gifs/1548-barbell-lunge.html#/47-style_type-basic_grey
Barbell Reverse Lunge,https://gymvisual.com/animated-gifs/1572-barbell-rear-lunge.html#/47-style_type-basic_grey
Barbell Walking Lunge,https://gymvisual.com/animated-gifs/16661-barbell-walking-lunge.html#/47-style_type-basic_grey
Barbell Curtsy Lunge,https://gymvisual.com/animated-gifs/19080-barbell-curtsey-lunge-female.html#/47-style_type-basic_grey
Dumbbell Lunge,https://gymvisual.com/animated-gifs/1837-dumbbell-lunge.html#/47-style_type-basic_grey
Lunge,https://gymvisual.com/animated-gifs/7606-forward-lunge-male.html#/47-style_type-basic_grey
Reverse Lunge,https://gymvisual.com/animated-gifs/3445-bodyweight-rear-lunge.html#/47-style_type-basic_grey
Lateral Lunge,https://gymvisual.com/animated-gifs/6497-side-lunge.html#/47-style_type-basic_grey
Close-Grip Lat Pulldown,https://gymvisual.com/animated-gifs/2516-cable-close-grip-front-lat-pulldown.html#/47-style_type-basic_grey
Lat Pulldown,https://gymvisual.com/animated-gifs/1643-cable-bar-lateral-pulldown.html#/47-style_type-basic_grey
Single-Arm Lat Pulldown,https://gymvisual.com/animated-gifs/2654-cable-one-arm-lat-pulldown.html#/47-style_type-basic_grey
Reverse-Grip Lat Pulldown,https://gymvisual.com/animated-gifs/11285-cable-reverse-grip-pulldown.html?search_query=reverse+grip++pulldown&results=16
Straight Arm Lat Pulldown,https://gymvisual.com/animated-gifs/1731-cable-straight-arm-pulldown.html#/47-style_type-basic_grey
Barbell Pullover,https://gymvisual.com/animated-gifs/1567-barbell-pullover.html?search_query=barbell+pullover&results=37
Bent-Arm Barbell Pullover,https://gymvisual.com/animated-gifs/18245-barbell-bent-arm-pullover-male.html?search_query=barbell+pullover&results=37
Dumbbell Pullover,https://gymvisual.com/animated-gifs/15959-dumbbell-pullover-version-2.html?search_query=dumbbell+pullover&results=57
Machine Pullover,https://gymvisual.com/animated-gifs/4788-lever-pullover-plate-loaded.html?search_query=machine+pullover&results=4
Archer Push-Up,https://gymvisual.com/animated-gifs/7188-archer-push-up.html#/47-style_type-basic_grey
Close-Grip Push-Up,https://gymvisual.com/animated-gifs/1752-close-grip-push-up.html?search_query=close+grip+push+up&results=27
Decline Push-Up,https://gymvisual.com/animated-gifs/1772-decline-push-up-m.html#/47-style_type-basic_grey
Diamond Push-Up,https://gymvisual.com/animated-gifs/1776-diamond-push-up.html#/47-style_type-basic_grey
Handstand Push-Up,https://gymvisual.com/animated-gifs/1970-handstand-push-up.html#/47-style_type-basic_grey
Incline Push-Up,https://gymvisual.com/animated-gifs/1992-incline-push-up.html?search_query=incline+push+up&results=44
Kneeling Close-Grip Push-Up,https://gymvisual.com/animated-gifs/5358-close-grip-push-up-on-knees.html#/47-style_type-basic_grey
Kneeling Push-Up,https://gymvisual.com/animated-gifs/6905-kneeling-push-up-male.html#/47-style_type-basic_grey
Pike Push-Up,https://gymvisual.com/animated-gifs/6735-pike-push-up.html#/47-style_type-basic_grey
Push-Up,https://gymvisual.com/animated-gifs/2155-push-up-m.html#/47-style_type-basic_grey
Tate Push-Up,
Wide-Grip Push-Up,https://gymvisual.com/animated-gifs/3084-wide-hand-push-up.html?search_query=wide+push+up&results=18
Barbell Rear Delt Row,https://gymvisual.com/animated-gifs/1570-barbell-rear-delt-row.html?search_query=barbell+rear+delt+row&results=7
Barbell Bent-Over Row,https://gymvisual.com/animated-gifs/1521-barbell-bent-over-row.html#/47-style_type-basic_grey
Barbell Upright Row,https://gymvisual.com/animated-gifs/1619-barbell-upright-row.html?search_query=barbell+upright+row&results=25
Bench Pull,https://gymvisual.com/animated-gifs/9913-barbell-lying-row-on-rack.html#/47-style_type-basic_grey
Cable Upright Row,https://gymvisual.com/animated-gifs/1739-cable-upright-row.html?search_query=cable+upright+row&results=11
Chest-Supported Dumbbell Row,https://gymvisual.com/animated-gifs/21301-dumbbell-row-with-chest-supported.html#/47-style_type-basic_grey
Chest-Supported T-Bar Row,https://gymvisual.com/animated-gifs/10129-lever-lying-banded-t-bar-row.html#/47-style_type-basic_grey
Dumbbell Bench Pull,https://gymvisual.com/animated-gifs/14249-dumbbell-lying-row-on-rack.html#/47-style_type-basic_grey
Dumbbell Rear Delt Row,https://gymvisual.com/animated-gifs/10265-dumbbell-seated-bent-over-rear-delt-row.html?search_query=dumbbell+rear+delt+row&results=14
Dumbbell Bent-Over Row,https://gymvisual.com/animated-gifs/1785-dumbbell-bent-over-row.html#/47-style_type-basic_grey
Dumbbell Upright Row,https://gymvisual.com/animated-gifs/1938-dumbbell-upright-row.html?search_query=dumbbell+upright+row&results=15
Endurance Row,https://gymvisual.com/animated-gifs/2616-rowing-with-rowing-machine.html#/47-style_type-basic_grey
Inverted Row,https://gymvisual.com/animated-gifs/1998-inverted-row.html#/47-style_type-basic_grey
Landmine Row,https://gymvisual.com/animated-gifs/7155-lever-bent-over-row-with-v-bar-plate-loaded.html#/47-style_type-basic_grey
Meadows Row,
Pendlay Row,https://gymvisual.com/animated-gifs/6574-barbell-pendlay-row.html#/47-style_type-basic_grey
Plate-Loaded High Row,https://gymvisual.com/animated-gifs/2078-lever-high-row-plate-loaded.html#/47-style_type-basic_grey
Plate-Loaded Low Row,https://gymvisual.com/animated-gifs/10244-lever-low-row-plate-loaded.html#/47-style_type-basic_grey
Renegade Row,https://gymvisual.com/animated-gifs/6505-dumbbell-renegade-row.html#/47-style_type-basic_grey
Seal Row,https://gymvisual.com/animated-gifs/21577-barbell-lying-seal-row-on-rack.html#/47-style_type-basic_grey
Seated Cable Row,https://gymvisual.com/animated-gifs/2342-cable-seated-row.html#/47-style_type-basic_grey
Seated Single-Arm Cable Row,https://gymvisual.com/animated-gifs/22117-cable-seated-single-arm-lats-focused-row.html#/47-style_type-basic_grey
Seated Machine Row,https://gymvisual.com/animated-gifs/3120-lever-seated-row.html#/47-style_type-basic_grey
T-Bar Row,https://gymvisual.com/animated-gifs/2103-lever-t-bar-row-plate-loaded.html#/47-style_type-basic_grey
Towel Row,
Yates Row,
Medicine Ball Russian Twist,https://gymvisual.com/animated-gifs/2691-russian-twist-with-medicine-ball.html#/47-style_type-basic_grey
Russian Twist,https://gymvisual.com/animated-gifs/2179-russian-twist.html#/47-style_type-basic_grey
Dumbbell Side Bend,https://gymvisual.com/animated-gifs/1908-dumbbell-side-bend.html#/47-style_type-basic_grey
Roman Chair Side Bend,https://gymvisual.com/animated-gifs/14251-45-degrees-side-bend-male.html#/47-style_type-basic_grey
Back Squat,https://gymvisual.com/animated-gifs/2909-barbell-high-bar-squat.html#/47-style_type-basic_grey
Barbell Bulgarian Split Squat,
Barbell Hack Squat,https://gymvisual.com/animated-gifs/1540-barbell-hack-squat.html#/47-style_type-basic_grey
Barbell Split Squat,https://gymvisual.com/animated-gifs/8245-barbell-split-squat.html#/47-style_type-basic_grey
Belt Squat,https://gymvisual.com/animated-gifs/6763-lever-belt-squat.html#/47-style_type-basic_grey
Bodyweight Squat,https://gymvisual.com/animated-gifs/2648-squat-m.html#/47-style_type-basic_grey
Box Squat,https://gymvisual.com/animated-gifs/11278-barbell-box-squat.html#/47-style_type-basic_grey
Dumbbell Cossack Squat,https://gymvisual.com/animated-gifs/12286-dumbbell-cossack-squats-male.html#/47-style_type-basic_grey
Cyclist Squat,
Dumbbell Bulgarian Split Squat,https://gymvisual.com/animated-gifs/4904-dumbbell-bulgarian-split-squat-female.html#/47-style_type-basic_grey
Dumbbell Front Squat,https://gymvisual.com/animated-gifs/6491-dumbbell-front-squat.html#/47-style_type-basic_grey
Dumbbell Split Squat,https://gymvisual.com/animated-gifs/8219-dumbbell-split-squat.html#/47-style_type-basic_grey
Dumbbell Squat,https://gymvisual.com/animated-gifs/3420-dumbbell-squat.html#/47-style_type-basic_grey
Front Squat,https://gymvisual.com/animated-gifs/1523-barbell-clean-grip-front-squat.html#/47-style_type-basic_grey
Goblet Bulgarian Split Squat,https://gymvisual.com/animated-gifs/18042-dumbbell-goblet-bulgarian-split-squat.html#/47-style_type-basic_grey
Goblet Squat,https://gymvisual.com/animated-gifs/3795-dumbbell-goblet-squat.html#/47-style_type-basic_grey
Half Squat,
Jefferson Squat,https://gymvisual.com/animated-gifs/1545-barbell-jefferson-squat.html#/47-style_type-basic_grey
Landmine Front Squat,https://gymvisual.com/animated-gifs/10270-landmine-front-squat.html#/47-style_type-basic_grey
Machine Hack Squat,https://gymvisual.com/animated-gifs/2226-sled-hack-squat.html#/47-style_type-basic_grey
Overhead Squat,https://gymvisual.com/animated-gifs/1563-barbell-overhead-squat.html?search_query=overhead+squat&results=52
Pendulum Squat,https://gymvisual.com/animated-gifs/12391-lever-pendulum-squat-plate-loaded.html#/47-style_type-basic_grey
Pin Squat,https://gymvisual.com/animated-gifs/14253-barbell-pin-squat.html#/47-style_type-basic_grey
Pistol Squat,https://gymvisual.com/animated-gifs/3794-single-leg-squat-pistolmale.html#/47-style_type-basic_grey
Safety Bar Squat,https://gymvisual.com/animated-gifs/10248-safety-bar-front-squat.html#/47-style_type-basic_grey
Single-Leg Squat,https://gymvisual.com/animated-gifs/18052-bodyweight-single-leg-squat-male.html#/47-style_type-basic_grey
Sissy Hack Squat,
Sissy Squat,https://gymvisual.com/animated-gifs/10904-bodyweight-standing-sissy-squat.html#/47-style_type-basic_grey
Smith Machine Squat,https://gymvisual.com/animated-gifs/7175-smith-full-squat.html#/47-style_type-basic_grey
Spanish Squat,
Split-Squat Jump,
Squat Thrust,https://gymvisual.com/animated-gifs/8895-squat-thrust.html?search_query=squat+thrust&results=4
Barbell Sumo Squat,https://gymvisual.com/animated-gifs/2523-barbell-sumo-squat.html#/47-style_type-basic_grey
Trap Bar Jump Squat,
V-Squat,https://gymvisual.com/animated-gifs/4579-lever-squat-plate-loaded.html#/47-style_type-basic_grey
Zercher Squat,https://gymvisual.com/animated-gifs/5170-barbell-full-zercher-squat.html#/47-style_type-basic_grey
Dumbbell Thruster,https://gymvisual.com/animated-gifs/6493-dumbbell-thruster.html#/47-style_type-basic_grey
Barbell Thruster,https://gymvisual.com/animated-gifs/7199-barbell-thruster.html#/47-style_type-basic_grey
Bent-Over Dumbbell Tricep Extension,https://gymvisual.com/animated-gifs/3753-dumbbell-standing-bent-over-two-arm-triceps-extension.html#/47-style_type-basic_grey
Cable Tricep Kickback,https://gymvisual.com/animated-gifs/3740-cable-two-arm-tricep-kickback.html#/47-style_type-basic_grey
Dumbbell Tricep Kickback,https://gymvisual.com/animated-gifs/1834-dumbbell-kickback.html#/47-style_type-basic_grey
Lying Barbell Tricep Extension,https://gymvisual.com/animated-gifs/1555-barbell-lying-triceps-extension.html?search_query=lying+ez+bar+tricep+extension&results=25
Lying Dumbbell Tricep Extension,https://gymvisual.com/animated-gifs/1852-dumbbell-lying-triceps-extension.html#/47-style_type-basic_grey
Lying EZ-Bar Tricep Extension,https://gymvisual.com/animated-gifs/21936-ez-barbell-lying-triceps-extension-male.html?search_query=lying+ez+bar+tricep+extension&results=25
Machine Tricep Extension,https://gymvisual.com/animated-gifs/16671-lever-triceps-extension-version-2.html?search_query=machine+tricep+extension&results=24
Overhead Straight Bar Triceps Extension,https://gymvisual.com/animated-gifs/10167-cable-overhead-tricep-extension-straight-bar-male.html#/47-style_type-basic_grey
Overhead Rope Tricep Extension,https://gymvisual.com/animated-gifs/3734-cable-high-pulley-overhead-tricep-extension.html?search_query=overhead+cable+tricep+extension&results=34
Reverse-Grip Tricep Pushdown,https://gymvisual.com/animated-gifs/3470-cable-reverse-grip-triceps-pushdown-sz-bar.html#/47-style_type-basic_grey
Seated Dumbbell Tricep Extension,https://gymvisual.com/animated-gifs/4223-dumbbell-seated-triceps-extension.html#/47-style_type-basic_grey
Single-Arm Cable Tricep Extension,https://gymvisual.com/animated-gifs/1724-cable-standing-one-arm-triceps-extension.html#/47-style_type-basic_grey
Standing Barbell Tricep Extension,https://gymvisual.com/animated-gifs/1607-barbell-standing-overhead-triceps-extension.html?search_query=standing+barbell+tricep+extension&results=6
Standing Dumbbell Tricep Extension,https://gymvisual.com/animated-gifs/1931-dumbbell-standing-triceps-extension.html?search_query=standing+dumbbell+tricep+extension&results=12
Tate Press,https://gymvisual.com/animated-gifs/1937-dumbbell-tate-press.html?search_query=tate+press&results=6
Tricep Pushdown With Bar,https://gymvisual.com/animated-gifs/1694-cable-pushdown.html#/47-style_type-basic_grey
Tricep Pushdown With Rope,https://gymvisual.com/animated-gifs/1693-cable-pushdown-with-rope-attachment.html#/47-style_type-basic_grey
Wall Sit,https://gymvisual.com/animated-gifs/18049-wall-sit-narrow-stance-male.html#/47-style_type-basic_grey
Weighted Wall Sit,https://gymvisual.com/animated-gifs/18051-dumbbell-goblet-wall-sit-male.html#/47-style_type-basic_grey
Burpees,https://gymvisual.com/animated-gifs/4343-burpee.html#/47-style_type-basic_grey
Cable Pull Through,https://gymvisual.com/animated-gifs/1689-cable-pull-through-with-rope.html#/47-style_type-basic_grey
Cable Anti-Rotation Chop,https://gymvisual.com/animated-gifs/18252-cable-kneeling-high-low-anti-rotation-chop-male.html?search_query=cable+anti+rotation&results=3
Dragon Flag,
Frog Pump,https://gymvisual.com/animated-gifs/7068-bodyweight-frog-pump.html#/47-style_type-basic_grey
Good Morning,https://gymvisual.com/animated-gifs/1538-barbell-good-morning.html#/47-style_type-basic_grey
Kettlebell Halo,https://gymvisual.com/animated-gifs/23350-kettlebell-half-kneeling-halo-male.html?search_query=kettlebell+halo&results=3
Kettlebell Swing,https://gymvisual.com/animated-gifs/2047-kettlebell-swing.html#/47-style_type-basic_grey
Landmine Anti-Rotation,
Medicine Ball Slam,https://gymvisual.com/animated-gifs/3125-medicine-ball-overhead-slam.html#/47-style_type-basic_grey
Mountain Climbers,https://gymvisual.com/animated-gifs/2125-mountain-climber.html#/47-style_type-basic_grey
Pallof Press,
Plate Flip,
Plate Pinch,https://gymvisual.com/animated-gifs/2513-plate-pinch.html#/47-style_type-basic_grey
Rice-Bucket Wrist Twist,
Rotary Torso Twist,https://gymvisual.com/animated-gifs/2926-lever-seated-twist.html?search_query=lever+seated+twist&results=6
Stability Ball Pike Push-Up,https://gymvisual.com/animated-gifs/3068-exercise-ball-pike-pushup.html?search_query=stability+ball+pike&results=3
Step Up,https://gymvisual.com/animated-gifs/12302-bodyweight-step-up-on-stepbox.html?search_query=step+up&results=503
Superman,https://gymvisual.com/animated-gifs/8422-superman-male.html#/47-style_type-basic_grey
Sitting Tibialis Raise,https://gymvisual.com/animated-gifs/20497-sitting-floor-tibialis-raise-male.html?search_query=tibialis+raise&results=8
Wrist Roller,https://gymvisual.com/animated-gifs/2340-wrist-roller.html?search_query=wrist+roller&results=6
