BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,35.83,53.98,77.11,104.33,133.81
54.43,41.73,61.23,85.73,114.31,145.6
58.97,48.08,68.49,94.35,124.28,156.49
63.5,53.98,75.75,102.51,133.81,166.92
68.04,59.87,82.55,110.68,142.88,177.35
72.57,65.32,89.36,118.39,151.5,186.88
77.11,71.21,96.16,126.1,160.12,196.41
81.65,76.66,102.51,133.36,168.28,205.48
86.18,82.1,108.86,140.61,176.45,214.55
90.72,87.54,114.76,147.42,184.16,223.17
95.25,92.53,120.66,154.22,191.42,231.33
99.79,97.52,126.55,160.57,199.13,239.04
104.33,102.51,132,166.92,205.93,247.21
108.86,107.5,137.89,173.27,213.19,254.47
113.4,112.49,143.34,179.62,219.54,262.18
117.93,117.03,148.32,185.52,226.34,269.43
122.47,122.02,153.77,191.42,232.69,276.24
127.01,126.55,158.76,196.86,239.04,283.04
131.54,130.63,163.75,202.3,245.39,289.85
136.08,135.17,168.74,208.2,251.29,296.2
140.61,139.71,173.73,213.19,257.19,302.55
