BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,10.89,36.74,80.29,140.61,213.64
54.43,14.51,43.09,89.81,152.86,228.61
58.97,18.14,49.44,98.88,164.65,243.13
63.5,22.23,56.25,107.95,176.45,257.19
68.04,26.31,62.14,116.57,187.33,270.34
72.57,30.39,68.49,124.74,197.77,283.04
77.11,34.47,74.39,132.9,208.2,295.29
81.65,38.56,80.29,140.61,217.72,307.08
86.18,42.64,86.18,148.32,227.25,318.42
90.72,46.72,92.08,156.04,236.78,329.31
95.25,50.8,97.52,163.29,245.39,339.74
99.79,54.88,102.97,170.55,254.47,350.17
104.33,58.51,108.41,177.35,262.63,359.7
108.86,62.6,113.85,184.16,270.79,369.68
113.4,66.22,119.29,190.51,278.96,378.75
117.93,70.31,124.28,196.86,286.67,387.82
122.47,73.94,129.27,203.21,294.38,396.89
127.01,77.56,134.26,209.56,301.64,405.51
131.54,81.65,138.8,215.46,308.9,413.68
136.08,85.28,143.79,221.35,316.15,421.84
140.61,88.9,148.32,227.25,322.96,430.01
