BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,33.57,51.71,75.75,103.87,135.17
54.43,39.46,59.42,84.82,114.31,146.96
58.97,45.36,66.68,93.44,124.28,158.3
63.5,51.26,73.48,101.6,133.81,169.19
68.04,56.7,80.29,109.77,143.34,179.62
72.57,62.6,87.09,117.48,152.41,189.6
77.11,68.04,93.89,125.19,161.03,199.13
81.65,73.48,100.24,132.45,169.19,208.65
86.18,78.93,106.59,139.71,177.35,217.27
90.72,84.37,112.49,146.51,185.07,226.34
95.25,89.36,118.39,153.31,192.78,234.51
99.79,94.8,124.28,160.12,200.49,242.67
104.33,99.79,130.18,166.47,207.29,250.84
108.86,104.33,135.62,172.82,214.55,258.55
113.4,109.32,141.07,179.17,221.35,265.81
117.93,113.85,146.51,185.07,228.16,273.52
122.47,118.84,151.95,190.96,234.51,280.32
127.01,123.38,156.94,196.86,240.86,287.58
131.54,127.91,161.93,202.3,247.21,294.38
136.08,132,166.92,208.2,253.56,301.19
140.61,136.53,171.91,213.19,259.45,307.54
