BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.72,7.71,15.88,26.31,39.01
54.43,3.63,9.07,17.24,28.58,41.73
58.97,4.54,10.43,19.05,30.84,44.45
63.5,5.44,11.34,20.87,32.66,46.72
68.04,5.9,12.7,22.68,34.93,49.44
72.57,6.8,14.06,24.04,36.74,51.71
77.11,7.71,14.97,25.4,38.56,53.98
81.65,8.62,16.33,27.22,40.37,55.79
86.18,9.53,17.24,28.58,42.18,58.06
90.72,9.98,18.6,29.94,44,59.87
95.25,10.89,19.5,31.3,45.81,62.14
99.79,11.79,20.41,32.66,47.17,63.96
104.33,12.7,21.77,34.02,48.99,65.77
108.86,13.15,22.68,35.38,50.35,67.59
113.4,14.06,23.59,36.29,51.71,68.95
117.93,14.97,24.49,37.65,53.07,70.76
122.47,15.42,25.4,39.01,54.88,72.57
127.01,16.33,26.76,39.92,56.25,73.94
131.54,17.24,27.67,41.28,57.61,75.3
136.08,17.69,28.58,42.18,58.51,77.11
140.61,18.6,29.48,43.09,59.87,78.47
