BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,7.26,18.14,34.47,56.25,82.1
54.43,9.07,20.87,38.56,61.23,88
58.97,11.34,24.04,42.18,65.77,93.44
63.5,13.15,26.76,45.81,70.31,98.88
68.04,14.97,29.03,49.44,74.84,103.87
72.57,16.78,31.75,52.62,78.93,108.86
77.11,18.6,34.47,55.79,83.01,113.4
81.65,20.41,36.74,58.97,86.64,117.93
86.18,22.23,39.46,62.14,90.26,122.02
90.72,24.04,41.73,65.32,93.89,126.55
95.25,25.85,44,68.04,97.52,130.18
99.79,27.67,46.27,70.76,100.7,134.26
104.33,29.48,48.53,73.94,104.33,137.89
108.86,31.3,50.8,76.66,107.5,141.97
113.4,32.66,53.07,78.93,110.68,145.15
117.93,34.47,54.88,81.65,113.4,148.78
122.47,36.29,57.15,84.37,116.57,152.41
127.01,37.65,58.97,86.64,119.29,155.58
131.54,39.46,61.23,88.9,122.02,158.76
136.08,40.82,63.05,91.17,124.74,161.93
140.61,42.64,64.86,93.89,127.46,165.11
