BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,5.9,11.34,18.6,27.67,38.1
54.43,7.26,13.15,20.87,30.84,41.73
58.97,8.62,14.97,23.13,33.57,44.91
63.5,9.98,16.78,25.4,35.83,48.08
68.04,11.34,18.6,27.67,38.56,50.8
72.57,12.7,19.96,29.48,41.28,53.52
77.11,14.06,21.77,31.75,43.54,56.25
81.65,15.42,23.59,33.57,45.81,58.97
86.18,16.78,24.95,35.83,48.08,61.69
90.72,18.14,26.76,37.65,50.35,63.96
95.25,19.5,28.12,39.46,52.16,66.22
99.79,20.41,29.94,41.28,54.43,68.49
104.33,21.77,31.3,43.09,56.25,70.76
108.86,23.13,32.66,44.45,58.06,73.03
113.4,24.49,34.02,46.27,60.33,75.3
117.93,25.4,35.38,48.08,62.14,77.11
122.47,26.76,36.74,49.44,63.96,79.38
127.01,27.67,38.1,50.8,65.77,81.19
131.54,29.03,39.46,52.62,67.13,83.01
136.08,29.94,40.82,53.98,68.95,85.28
140.61,31.3,42.18,55.34,70.76,87.09
