BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,16.33,39.01,74.39,120.2,174.63
54.43,19.05,44,80.74,128.37,184.16
58.97,22.23,48.53,86.64,136.08,193.23
63.5,24.95,52.62,92.53,143.34,202.3
68.04,28.12,57.15,97.98,150.14,210.47
72.57,30.84,61.23,103.42,156.94,218.18
77.11,34.02,64.86,108.41,163.29,225.44
81.65,36.74,68.95,113.4,169.19,232.69
86.18,39.46,72.57,118.39,175.09,239.5
90.72,42.18,76.2,122.92,180.98,246.3
95.25,44.91,79.83,127.46,186.43,252.65
99.79,47.63,83.46,132,191.42,259
104.33,49.9,86.64,136.08,196.86,264.9
108.86,52.62,90.26,140.61,201.85,270.79
113.4,54.88,93.44,144.24,206.38,276.24
117.93,57.61,96.62,148.32,211.37,281.68
122.47,59.87,99.79,152.41,215.91,286.67
127.01,62.14,102.51,156.04,220.45,292.11
131.54,64.41,105.69,159.66,224.53,297.1
136.08,66.68,108.41,163.29,229.06,302.09
140.61,68.95,111.58,166.47,233.15,306.63
