BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,2.72,8.62,17.69,29.94,44.91
54.43,4.08,10.89,20.41,34.02,49.44
58.97,5.44,12.7,23.59,37.65,53.98
63.5,7.26,14.97,26.31,41.28,58.06
68.04,8.62,17.24,29.48,44.91,62.6
72.57,9.98,19.5,32.21,48.08,66.68
77.11,11.79,21.32,34.93,51.71,70.31
81.65,13.15,23.59,37.65,54.88,74.39
86.18,14.97,25.85,40.37,58.06,78.02
90.72,16.33,27.67,43.09,61.23,81.65
95.25,18.14,29.94,45.36,64.41,85.28
99.79,19.5,31.75,48.08,67.13,88.45
104.33,21.32,34.02,50.35,69.85,92.08
108.86,22.68,35.83,52.62,73.03,95.25
113.4,24.49,37.65,55.34,75.75,98.43
117.93,25.85,39.92,57.61,78.47,101.15
122.47,27.67,41.73,59.87,81.19,104.33
127.01,29.03,43.54,62.14,83.46,107.5
131.54,30.39,45.36,63.96,86.18,110.22
136.08,32.21,47.17,66.22,88.45,112.94
140.61,33.57,48.99,68.49,91.17,115.67
