BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,26.76,50.8,84.37,126.1,174.18
54.43,31.3,56.7,92.08,135.62,185.07
58.97,35.38,62.6,99.79,144.7,195.95
63.5,39.92,68.49,106.59,153.31,205.93
68.04,44,73.94,113.85,161.48,215.46
72.57,48.53,79.38,120.2,169.64,224.53
77.11,52.62,84.82,126.55,177.35,233.15
81.65,56.7,89.81,132.9,184.61,241.76
86.18,60.33,94.8,138.8,191.42,249.48
90.72,64.41,99.34,144.7,198.22,257.64
95.25,68.04,104.33,150.59,205.02,264.9
99.79,71.67,108.86,156.04,211.37,272.16
104.33,75.3,113.4,161.03,217.72,279.41
108.86,78.93,117.48,166.47,223.62,286.22
113.4,82.55,122.02,171.46,229.52,292.57
117.93,85.73,126.1,176.45,234.96,298.92
122.47,89.36,130.18,180.98,240.86,305.27
127.01,92.53,134.26,185.97,246.3,311.62
131.54,95.71,137.89,190.51,251.29,317.51
136.08,98.88,141.97,195.04,256.73,322.96
140.61,102.06,145.6,199.13,261.72,328.85
