BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,17.24,38.1,68.49,108.41,154.67
54.43,22.23,45.36,78.47,120.66,169.19
58.97,27.22,52.62,88,132.45,183.25
63.5,32.66,60.33,97.52,143.79,196.86
68.04,38.1,67.59,106.59,155.13,209.56
72.57,43.54,74.39,115.67,166.01,222.26
77.11,48.99,81.65,124.74,176.45,234.51
81.65,54.43,88.45,132.9,186.43,245.85
86.18,59.87,95.71,141.52,196.41,257.19
90.72,65.32,102.06,149.69,205.93,268.53
95.25,70.76,108.86,157.85,215.46,278.96
99.79,75.75,115.21,165.56,224.53,289.39
104.33,81.19,121.56,173.27,233.6,299.37
108.86,86.18,127.91,180.53,242.22,309.35
113.4,91.63,134.26,187.79,250.84,318.88
117.93,96.62,140.16,195.04,259,328.4
122.47,101.6,146.51,202.3,267.17,337.47
127.01,106.14,151.95,209.11,274.88,346.09
131.54,111.13,157.85,215.91,282.59,354.71
136.08,116.12,163.75,222.26,290.3,363.33
140.61,120.66,169.19,229.06,297.56,371.49
