BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,50.35,72.12,99.34,131.09,165.11
54.43,57.61,80.74,109.32,142.43,178.26
58.97,64.86,89.36,119.29,153.77,190.51
63.5,71.67,97.52,128.82,164.2,202.3
68.04,78.47,105.23,137.89,174.63,214.1
72.57,85.28,112.94,146.51,184.61,224.98
77.11,91.63,120.66,155.13,194.14,235.41
81.65,97.98,127.91,163.29,203.21,245.39
86.18,104.33,135.17,171.46,212.28,255.37
90.72,110.22,141.97,179.17,220.9,264.9
95.25,116.12,148.78,186.88,229.52,273.97
99.79,122.02,155.13,194.14,237.68,283.04
104.33,127.91,161.48,201.4,245.39,291.66
108.86,133.36,167.83,208.2,253.1,299.82
113.4,138.8,174.18,215,260.36,307.99
117.93,144.24,180.08,221.81,268.07,316.15
122.47,149.69,185.97,228.16,274.88,323.86
127.01,154.67,191.42,234.51,282.13,331.12
131.54,159.66,197.31,240.86,288.94,338.38
136.08,164.65,202.76,246.75,295.29,345.64
140.61,169.64,208.2,252.65,302.09,352.89
