BW,Beg.,Nov.,Int.,Adv.,Elite
49.9,3.18,8.16,16.33,26.76,39.01
54.43,3.63,9.07,17.69,28.58,41.28
58.97,4.54,10.43,19.05,29.94,43.54
63.5,4.99,11.34,19.96,31.75,45.36
68.04,5.44,12.25,21.32,33.11,47.17
72.57,6.35,13.15,22.68,34.47,48.99
77.11,6.8,13.61,23.59,36.29,50.35
81.65,7.26,14.51,24.49,37.65,52.16
86.18,8.16,15.42,25.85,38.56,53.52
90.72,8.62,16.33,26.76,39.92,54.88
95.25,9.07,16.78,27.67,41.28,56.25
99.79,9.53,17.69,28.58,42.18,57.61
104.33,10.43,18.6,29.48,43.54,58.97
108.86,10.89,19.05,30.39,44.45,60.33
113.4,11.34,19.96,31.3,45.81,61.69
117.93,11.79,20.41,32.21,46.72,62.6
122.47,12.25,21.32,33.11,47.63,63.96
127.01,12.7,21.77,34.02,48.53,65.32
131.54,13.15,22.68,34.93,49.44,66.22
136.08,14.06,23.13,35.38,50.35,67.13
140.61,14.51,23.59,36.29,51.26,68.49
